COMP 34 0X28 1 NULL
J 34 0X3C 1 NULL
JEQ 34 0X30 1 NULL
JLT 34 0X38 1 NULL
JSUB 34 0X48 1 NULL
LDA 34 0X00 1 NULL
LDCH 34 0X50 1 NULL
LDL 34 0X08 1 NULL
LDX 34 0X04 1 NULL
RD 34 0XD8 1 NULL
RSUB 34 0X4C 0 NULL
STA 34 0X0C 1 NULL
STCH 34 0X54 1 NULL
STL 34 0X14 1 NULL
STX 34 0X10 1 NULL
TD 34 0XE0 1 NULL
TIX 34 0X2C 1 NULL
WD 34 0XDC 1 NULL
